round,context_music,context_sports,context_tech,action_taken,reward,true_prob_music,true_prob_sports,true_prob_tech,observed_true_prob,optimal_action,phase
378,0.4046216826438511,0.3804000983289997,0.21497821902714917,1,1,0.462663735462756,0.3155342934147175,0.22180197112252634,0.3155342934147175,0,music_to_sports_fade
379,0.11937033345416878,0.7371033749508036,0.14352629159502767,0,0,0.44853710442481143,0.29838860918495613,0.25307428639023233,0.44853710442481143,0,music_to_sports_fade
380,0.43316349320392966,0.3517593747959914,0.21507713200007897,1,0,0.4073928421312225,0.37209014875453256,0.2205170091142449,0.37209014875453256,0,music_to_sports_fade
381,0.43632001214193666,0.445373627499806,0.11830636035825728,0,0,0.4053420960150782,0.37744568164828063,0.21721222233664114,0.4053420960150782,0,music_to_sports_fade
382,0.023188307332432406,0.535326829251292,0.4414848634162755,2,1,0.3048848978048403,0.4285732629095985,0.2665418392855612,0.2665418392855612,1,music_to_sports_fade
383,0.3114720660371587,0.3014021225807526,0.3871258113820886,1,0,0.2915009994207,0.47843466997280576,0.2300643306064942,0.47843466997280576,1,music_to_sports_fade
384,0.22687796635449847,0.6224710478915423,0.15065098575395933,0,0,0.32035174966144553,0.446422004991463,0.23322624534709147,0.32035174966144553,1,music_to_sports_fade
385,0.4989819477841775,0.3525423955685905,0.14847565664723197,1,0,0.2847388372895049,0.5102491426978286,0.20501202001266658,0.5102491426978286,1,music_to_sports_fade
386,0.5705719569693356,0.4186958686460937,0.010732174384570626,0,0,0.2792487891844849,0.5247831581039902,0.19596805271152484,0.2792487891844849,1,music_to_sports_fade
387,0.323296944358808,0.34129460444898757,0.33540845119220436,0,0,0.21774456206280973,0.5732365256823112,0.20901891225487912,0.21774456206280973,1,music_to_sports_fade
388,0.34653221344176777,0.12043562413017761,0.5330321624280546,1,0,0.1747425738711128,0.6275354801834053,0.19772194594548176,0.6275354801834053,1,music_to_sports_fade
389,0.4822540962552125,0.4075443038090496,0.11020159993573792,1,0,0.19658740946123554,0.6158778979923335,0.1875346925464309,0.6158778979923335,1,music_to_sports_fade
390,0.17525066234234438,0.3510827950887961,0.4736665425688595,1,1,0.16129391648036723,0.640635714921555,0.19807036859807783,0.640635714921555,1,music_to_sports_fade
391,0.41312785217953507,0.46537086250027965,0.12150128532018531,2,0,0.16100934589180008,0.6598376252400662,0.17915302886813367,0.17915302886813367,1,music_to_sports_fade
392,0.2261472961962888,0.2730650719593185,0.5007876318443926,0,0,0.13065486592315856,0.6904242522455519,0.17892088183128946,0.13065486592315856,1,music_to_sports_fade
393,0.19178661849830628,0.36418827558102174,0.44402510592067207,2,0,0.12425260522016075,0.7014866860093967,0.17426070877044247,0.17426070877044247,1,music_to_sports_fade
394,0.5959682789642781,0.2947440591667847,0.10928766186893714,1,1,0.10377993169060357,0.7489379100526059,0.14728215825679047,0.7489379100526059,1,music_to_sports_fade
395,0.12553947828808354,0.36970992585203327,0.5047505958598831,2,0,0.10441552538474491,0.7336474678247964,0.1619370067904586,0.1619370067904586,1,music_to_sports_fade
396,0.5131319287546457,0.13085988971957438,0.35600818152577984,1,1,0.07829596778565724,0.7858704308229029,0.1358336013914399,0.7858704308229029,1,music_to_sports_fade
397,0.14167011792387502,0.2677699498260916,0.5905599322500333,1,0,0.08401313616125167,0.770479360532624,0.14550750330612436,0.770479360532624,1,music_to_sports_fade
398,0.49888692860589134,0.49456097120152936,0.006552100192579231,0,1,0.06671865760617929,0.8091725605939589,0.12410878179986176,0.06671865760617929,1,music_to_sports_fade
399,0.28945021636658397,0.3244536742557143,0.3860961093777017,2,0,0.10674831656463865,0.828778119106817,0.06447356432854423,0.06447356432854423,1,sports
400,0.2908166052986233,0.574658338234657,0.13452505646671964,0,0,0.10304519044255661,0.8261404144060194,0.07081439515142415,0.10304519044255661,1,sports
401,0.4868604362593881,0.10403968490591334,0.4090998788346985,2,0,0.10253655804231822,0.8208829704467628,0.07658047151091896,0.07658047151091896,1,sports
402,0.16209547911455596,0.36078433395851484,0.4771201869269292,1,1,0.11099563152184438,0.8336029641075072,0.05540140437064845,0.8336029641075072,1,sports
403,0.03835775308062167,0.4914860856238207,0.4701561612955577,0,1,0.11369451481091943,0.836816379498295,0.04948910569078543,0.11369451481091943,1,sports
404,0.377981615255014,0.24779434012657464,0.3742240446184114,2,0,0.1045431764397279,0.825220895046266,0.07023592851400612,0.07023592851400612,1,sports
405,0.250930407435167,0.5140995752835932,0.23497001728123992,0,1,0.10541318639612277,0.828788739427178,0.06579807417669925,0.10541318639612277,1,sports
406,0.11608748422301839,0.32351654567737453,0.560395970099607,2,0,0.11328145841169822,0.8352712862241766,0.051447255364125186,0.051447255364125186,1,sports
407,0.021428369549718967,0.7366933508995499,0.24187827955073118,0,1,0.11069431513294013,0.8362388904103589,0.05306679445670099,0.11069431513294013,1,sports
408,0.462670348705678,0.0331882314425627,0.5041414198517593,1,0,0.10449484425713053,0.8231476487433124,0.07235750699955698,0.8231476487433124,1,sports
409,0.4599025232077748,0.10165708437802608,0.4384403924141991,1,0,0.10359265544335328,0.8224771104714786,0.07393023408516806,0.8224771104714786,1,sports
410,0.5090143340846657,0.45505135493225596,0.0359343109830783,2,0,0.09661250254601497,0.8139814385795595,0.08940605887442545,0.08940605887442545,1,sports
411,0.22612820155707916,0.37761730215545014,0.3962544962874707,1,1,0.1083428205416401,0.8310703199378384,0.06058685952052143,0.8310703199378384,1,sports
412,0.09041068283417754,0.2745276000376462,0.6350617171281763,0,1,0.11498428777793232,0.8361790790792627,0.04883663314280485,0.11498428777793232,1,sports
413,0.1689320139189257,0.13977155169090968,0.6912964343901646,2,0,0.11403989685831215,0.8344993822808678,0.05146072086082011,0.05146072086082011,1,sports
414,0.6347429585181248,0.17478277802288456,0.19047426345899066,1,1,0.0959015370543012,0.8094558738021095,0.09464258914358921,0.8094558738021095,1,sports
415,0.6655499938711408,0.21124781574655158,0.12320219038230759,2,0,0.0942066663887285,0.8061750991526406,0.09961823445863079,0.09961823445863079,1,sports
416,0.5743840308792533,0.08823589233730884,0.337380076783438,0,0,0.09944804925130087,0.8154849141102744,0.0850670366384249,0.09944804925130087,1,sports
417,0.08186802852801098,0.22430028227666268,0.6938316891953262,2,1,0.11606397216365903,0.8365497339169298,0.04738629391941125,0.04738629391941125,1,sports
418,0.3615741273925318,0.6046947581670575,0.033731114440410596,1,1,0.09997557899659325,0.8216717725744246,0.07835264842898228,0.8216717725744246,1,sports
419,0.5186554865539039,0.1355865880385977,0.3457579254074985,1,1,0.10087100413952821,0.8184754939262588,0.08065350193421301,0.8184754939262588,1,sports
420,0.21221051722812398,0.19366321353472474,0.5941262692371513,0,0,0.11159514433182599,0.8328412385656183,0.055563617102555744,0.11159514433182599,1,sports
421,0.01899528526804344,0.6206788570643921,0.36032585766756453,0,0,0.11249797865360314,0.8368543777756658,0.0506476435707311,0.11249797865360314,1,sports
422,0.4679264161462829,0.43638362254038554,0.09568996131333156,1,1,0.0984225662018437,0.817239895246239,0.08433753855191745,0.817239895246239,1,sports
423,0.2881154925408492,0.42042723524962095,0.29145727220952977,1,1,0.10539111583070736,0.8279270065989089,0.06668187757038377,0.8279270065989089,1,sports
424,0.41334094032522384,0.4371471495789979,0.14951191009577824,1,1,0.10045797896234905,0.8208087416171314,0.07873327942051965,0.8208087416171314,1,sports
425,0.1838066727433693,0.08298673137678378,0.7332065958798468,2,0,0.11433047379276993,0.8343027779599335,0.05136674824729666,0.05136674824729666,1,sports
426,0.48690247923015245,0.055590682070379246,0.4575068386994683,2,0,0.10324570021569476,0.8215102717550722,0.07524402802923316,0.07524402802923316,1,sports
427,0.049977539022883814,0.7563286737182329,0.19369378725888325,2,0,0.10934674423154239,0.8351672465475154,0.05548600922094209,0.05548600922094209,1,sports
428,0.2648259621400049,0.3686362506211249,0.3665377872388702,2,0,0.10702329190228599,0.8294917150536784,0.06348499304403576,0.06348499304403576,1,sports
429,0.33403093562722935,0.3346975198078204,0.3312715445649501,2,1,0.10492343111329396,0.8265378669404283,0.06853870194627784,0.06853870194627784,1,sports
430,0.2997402242926878,0.4016975322708669,0.2985622434364453,1,1,0.10522955019221086,0.8275493497657801,0.06722110004200917,0.8275493497657801,1,sports
431,0.24266054160506803,0.47557004897706356,0.2817694094178684,2,0,0.10628510156487413,0.8295334862949973,0.06418141214012851,0.06418141214012851,1,sports
432,0.35323990137654615,0.4421565715570446,0.20460352706640936,2,0,0.10263622768879459,0.8242962191696521,0.07306755314155326,0.07306755314155326,1,sports
433,0.41062581153633093,0.3919722396907781,0.19740194877289094,0,0,0.10121398156016925,0.8216014881418644,0.0771845302979663,0.10121398156016925,1,sports
434,0.3470570703528789,0.43638421577827574,0.2165587138688453,1,1,0.10295157591943757,0.824708633885946,0.07233979019461649,0.824708633885946,1,sports
435,0.09589785466506384,0.42249569400779025,0.481606451327146,2,0,0.11256404151235433,0.8354358557111008,0.05200010277654485,0.05200010277654485,1,sports
436,0.2540691677085491,0.62778001785802,0.11815081443343095,1,1,0.10364330782463231,0.8274705783883292,0.06888611378703864,0.8274705783883292,1,sports
437,0.15779636007464817,0.14389977419563085,0.698303865729721,2,0,0.114399789025702,0.8348060910244072,0.05079411994989086,0.05079411994989086,1,sports
438,0.30443208462840043,0.3689186338859698,0.3266492814856299,0,0,0.10553336781148655,0.8276499870524191,0.06681664513609431,0.10553336781148655,1,sports
439,0.26729182526562256,0.5116816554645279,0.2210265192698495,2,0,0.10483764952068349,0.8280242495008958,0.06713810097842064,0.06713810097842064,1,sports
440,0.35456629658345057,0.15793045611335907,0.48750324730319045,1,1,0.1067484396542201,0.8273128880132316,0.06593867233254852,0.8273128880132316,1,sports
441,0.22084692973975711,0.017162507714423753,0.7619905625458191,0,0,0.11391497760709261,0.8334813827397655,0.052603639653141944,0.11391497760709261,1,sports
442,0.5829397119156648,0.1485777604660234,0.26848252761831165,2,0,0.0982460107325911,0.8138783433244228,0.08787564594298607,0.08787564594298607,1,sports
443,0.3869088249192003,0.3692744993781229,0.2438166757026766,2,0,0.10243363147479925,0.8232946837627267,0.07427168476247402,0.07427168476247402,1,sports
444,0.3888445876587053,0.3546971855879524,0.2564582267533424,0,0,0.10257308290864739,0.8233668329500855,0.0740600841412671,0.10257308290864739,1,sports
445,0.2981368563474733,0.4996467202873091,0.20221642336521758,1,1,0.1038610463336056,0.8265969368438421,0.06954201682255247,0.8265969368438421,1,sports
446,0.12287118497027945,0.09484275033677655,0.782286064692944,2,0,0.11646625194326574,0.8359034941865431,0.047630253870191236,0.047630253870191236,1,sports
447,0.22489638668872763,0.2910901218599006,0.4840134914513718,0,0,0.10966795684825227,0.8317553119595198,0.05857673119222791,0.10966795684825227,1,sports
448,0.2720931988900055,0.34789724111905734,0.3800095599909372,1,0,0.10705545253665107,0.829350540436267,0.06359400702708197,0.829350540436267,1,sports
449,0.44142350410066045,0.08789232145266163,0.47068417444667787,1,1,0.10449493553448877,0.8236625942845712,0.07184247018093994,0.8236625942845712,1,sports
450,0.0044769537035727665,0.7995010430429722,0.19602200325345503,0,0,0.1104001042651551,0.8364611178866465,0.05313877784819842,0.1104001042651551,1,sports
451,0.1727863684499751,0.3977470151346693,0.4294666164153556,0,0,0.11004645579782062,0.832995705133004,0.05695783906917528,0.11004645579782062,1,sports
452,0.30232061677885236,0.05746912167945688,0.6402102615416908,0,0,0.11021675101733813,0.830401773976982,0.05938147500567995,0.11021675101733813,1,sports
453,0.36430900075352707,0.3382564259981709,0.29743457324830214,2,0,0.1037341867805099,0.8249217475450984,0.07134406567439171,0.07134406567439171,1,sports
454,0.3708356994697551,0.2684863000107764,0.3606780005194686,2,0,0.10450907705789313,0.8253649072879519,0.0701260156541549,0.0701260156541549,1,sports
455,0.10898380919724615,0.4389769266583059,0.45203926414444784,0,0,0.11182803585622256,0.8349470248594286,0.053224939284348884,0.11182803585622256,1,sports
456,0.2591423019115472,0.6654309157106345,0.07542678237781837,0,0,0.10290989890945122,0.8267899726519502,0.07030012843859852,0.10290989890945122,1,sports
457,0.3817839255394657,0.4737193106601707,0.14449676380036366,0,0,0.10111049661709803,0.8222375628060121,0.07665194057688983,0.10111049661709803,1,sports
458,0.3687867821499156,0.3052923734229589,0.3259208444271254,0,1,0.10404750696456082,0.8250598484283069,0.07089264460713227,0.10404750696456082,1,sports
459,0.39051184979185605,0.16377276000280502,0.44571539020533885,2,0,0.10530437304118255,0.8254899865506768,0.06920564040814058,0.06920564040814058,1,sports
460,0.08296485414989192,0.518573476906053,0.39846166894405516,0,0,0.11162157915112239,0.835376816006605,0.05300160484227263,0.11162157915112239,1,sports
461,0.015853074580897686,0.5991125268825177,0.38503439853658455,2,0,0.11293519054085427,0.8370320886512824,0.05003272080786341,0.05003272080786341,1,sports
462,0.14552567200523972,0.46948910849338904,0.38498521950137127,2,0,0.11000721102911155,0.8335303127062046,0.056462476264683835,0.056462476264683835,1,sports
463,0.4032876807637729,0.3160023673348253,0.28070995190140186,0,1,0.10259392373448004,0.8230272303515085,0.07437884591401146,0.10259392373448004,1,sports
464,0.3137713423934612,0.2662380100959591,0.4199906475105798,1,1,0.1066901840557423,0.8281969897823788,0.06511282616187909,0.8281969897823788,1,sports
465,0.1642512620273354,0.4840625672806463,0.35168617069201824,0,0,0.10909171034178686,0.8327393006190105,0.05816898903920274,0.10909171034178686,1,sports
466,0.5380065837878983,0.3876168477473112,0.07437656846479035,0,0,0.09649121628324024,0.8130098828867165,0.09049890083004326,0.09649121628324024,1,sports
467,0.03379875319425964,0.8992295521376551,0.06697169466808531,0,0,0.10785884729650991,0.83483957218987,0.05730158051362012,0.10785884729650991,1,sports
468,0.411566657977227,0.04872008676110771,0.5397132552616652,1,1,0.10620434473648042,0.825638183118653,0.06815747214486649,0.825638183118653,1,sports
469,0.31061777610714747,0.4605795108890515,0.228802713003801,0,0,0.10396308889201757,0.8263791208840505,0.0696577902239319,0.10396308889201757,1,sports
470,0.3862847059582577,0.4587087748988825,0.15500651914285987,2,0,0.1011592887379058,0.8221688037453599,0.07667190751673422,0.07667190751673422,1,sports
471,0.11758012280666558,0.3950142816210582,0.48740559557227625,1,1,0.11215900406147337,0.8348933440865601,0.052947651851966496,0.8348933440865601,1,sports
472,0.2740326369934778,0.570112053143002,0.15585530986352014,1,1,0.10373649084708267,0.8270713426974642,0.06919216645545309,0.8270713426974642,1,sports
473,0.2336572931718053,0.3323601119359427,0.4339825948922519,1,0,0.10872795184906524,0.8311101450615621,0.06016190308937271,0.8311101450615621,1,sports
474,0.206095025090003,0.40522559920775447,0.38867937570224265,0,0,0.10868702724012928,0.8316710338159237,0.0596419389439469,0.10868702724012928,1,sports
475,0.1803096220434311,0.5616053457709203,0.25808503218564877,0,0,0.10735328916484072,0.831518575667685,0.06112813516747422,0.10735328916484072,1,sports
476,0.023707506807701492,0.03300067817803738,0.9432918150142612,2,0,0.12119249255712744,0.8379911385205886,0.040816368922284005,0.040816368922284005,1,sports
477,0.24016554848254618,0.3901648435353749,0.3696696079820789,1,1,0.10763160239532862,0.8303828896045486,0.06198550800012274,0.8303828896045486,1,sports
478,0.038974522057969765,0.24394066145388524,0.7170848164881451,0,0,0.11739155562173106,0.8374921515373024,0.04511629284096662,0.11739155562173106,1,sports
479,0.11778739553825882,0.3571987765138452,0.525013827947896,0,0,0.11271455799584258,0.835068335120193,0.052217106883964456,0.11271455799584258,1,sports
480,0.5768528950322701,0.03830787157063042,0.3848392333970994,2,0,0.10008254523429329,0.8161088124324304,0.0838086423332763,0.0838086423332763,1,sports
481,0.3214664600329502,0.343669116511012,0.3348644234560377,0,0,0.10526388789863753,0.8270717840651036,0.06766432803625881,0.10526388789863753,1,sports
482,0.349156439436164,0.17769131457316412,0.47315224599067196,2,1,0.10666113343448956,0.8273790905530229,0.06595977601248747,0.06595977601248747,1,sports
483,0.45474252878603716,0.5439312781850364,0.0013261930289266129,1,1,0.09737102822561591,0.8164027648303521,0.08622620694403181,0.8164027648303521,1,sports
484,0.04409530813362103,0.4472856879905188,0.5086190038758602,1,1,0.11413907092636348,0.8368196483395863,0.04904128073405027,0.8368196483395863,1,sports
485,0.5145970075671831,0.4260674662937065,0.05933552613911038,2,0,0.09681895981468913,0.814078130789008,0.08910290939630298,0.08910290939630298,1,sports
486,0.8324540990554086,0.07869056021740342,0.088855340727188,2,0,0.0897433687204424,0.7935557333066139,0.11670089797294365,0.11670089797294365,1,sports
487,0.24200686187055967,0.3788927951266678,0.3791003430027724,2,0,0.10772841820289035,0.8303971456222431,0.06187443617486641,0.06187443617486641,1,sports
488,0.006496371864120066,0.4078808999478213,0.5856227281880587,0,0,0.1161438856157952,0.8378688547810331,0.04598725960317155,0.1161438856157952,1,sports
489,0.11081945254771984,0.41134602794170777,0.4778345195105723,0,0,0.11216986779095225,0.8350263799426,0.052803752266447644,0.11216986779095225,1,sports
490,0.77632854343964,0.2066513635311453,0.01702009302921475,1,1,0.09005797943543903,0.7959815096111611,0.11396051095339971,0.7959815096111611,1,sports
491,0.481284835014551,0.090490130312177,0.428225034673272,0,0,0.10294644511727412,0.8213892012763527,0.07566435360637319,0.10294644511727412,1,sports
492,0.3425187848152789,0.21040519936156568,0.4470760158231555,0,0,0.10642930392665884,0.8273786924153402,0.066192003658001,0.10642930392665884,1,sports
493,0.2357647830671939,0.5184254212625841,0.24580979567022213,0,0,0.10591613303424471,0.8294560331523783,0.06462783381337713,0.10591613303424471,1,sports
494,0.19868319886559518,0.511757059534773,0.28955974159963177,1,1,0.10739808128168546,0.8311485547485297,0.06145336396978487,0.8311485547485297,1,sports
495,0.2516425946623902,0.32384030878393477,0.424517096553675,2,0,0.10817791807015459,0.8304364621776466,0.06138561975219887,0.06138561975219887,1,sports
496,0.37453793504290067,0.2387812647012038,0.3866808002558955,0,0,0.10480509172945186,0.8254992391116265,0.06969566915892171,0.10480509172945186,1,sports
497,0.3867437302671708,0.1251867401228843,0.4880695296099448,0,0,0.10601524953991097,0.8260832377895746,0.06790151267051438,0.10601524953991097,1,sports
498,0.657830637762534,0.2937698045076388,0.048399557729827125,1,1,0.09331458860069596,0.8050897140803398,0.10159569731896427,0.8050897140803398,1,sports
499,0.4143880517143606,0.08724658362992299,0.4983653646557164,0,0,0.10552851733015396,0.8250910726982184,0.06938040997162753,0.10552851733015396,1,sports
500,0.38160326943514794,0.23923321533571593,0.37916351522913616,1,1,0.10453221845243123,0.8251264119278453,0.07034136961972336,0.8251264119278453,1,sports
501,0.5236346506195333,0.10693180166478465,0.36943354771568215,2,0,0.10110065840136026,0.8185743143318288,0.08032502726681104,0.08032502726681104,1,sports
502,0.30586196580290587,0.22367611821078653,0.4704619159863076,2,0,0.10761572988554619,0.8289380842802692,0.06344618583418472,0.06344618583418472,1,sports
503,0.17031346258942742,0.02485347891570607,0.8048330584948665,2,0,0.11572158107312482,0.8349028992997581,0.04937551962711694,0.04937551962711694,1,sports
504,0.09734661901527117,0.6253945641782325,0.2772588168064964,0,0,0.10950828096362732,0.8342878858889154,0.05620383314745719,0.10950828096362732,1,sports
505,0.22381331490721626,0.5013478200338775,0.2748388650589062,0,0,0.10661206289296339,0.830149452073678,0.06323848503335869,0.10661206289296339,1,sports
506,0.5536082443201279,0.22433922303884807,0.22205253264102395,1,1,0.09825827274357289,0.8147069781736759,0.08703474908275123,0.8147069781736759,1,sports
507,0.12335932469047675,0.4431246928130736,0.4335159824964496,1,1,0.11122756665774658,0.8344548637646603,0.054317569577593115,0.8344548637646603,1,sports
508,0.41480511637448614,0.1761943439666286,0.4090005396588853,0,0,0.10420423345198007,0.8240762374785084,0.07171952906951153,0.10420423345198007,1,sports
509,0.0859971095806293,0.5108546661998951,0.40314822421947566,2,0,0.11162254555603154,0.8353189463479889,0.05305850809597952,0.05305850809597952,1,sports
510,0.32548840837362375,0.5440482794006322,0.13046331222574425,2,0,0.1021958605945107,0.8246046633945416,0.0731994760109477,0.0731994760109477,1,sports
511,0.45213263737350246,0.11476017270982365,0.4331071899166739,2,0,0.1036944845173064,0.8227535641205265,0.07355195136216706,0.07355195136216706,1,sports
512,0.34376910850285963,0.31397574131828193,0.3422551501788585,0,0,0.10486094062003695,0.8262647294915663,0.06887432988839697,0.10486094062003695,1,sports
513,0.08646829691243657,0.49815619262399113,0.4153755104635723,1,1,0.11179318830512468,0.8353673943180492,0.05283941737682605,0.8353673943180492,1,sports
514,0.37140504432238247,0.3503795877867012,0.2782153678909164,0,0,0.10329082611246199,0.8243944023240632,0.07231477156347471,0.10329082611246199,1,sports
515,0.02848978893299152,0.5594660470363818,0.4120441640306266,0,0,0.11305190743957412,0.8368314260212997,0.050116666539126296,0.11305190743957412,1,sports
516,0.13151201119817446,0.4182795933695144,0.4502083954323112,0,1,0.11129040649308283,0.8343185529046159,0.05439104060230124,0.11129040649308283,1,sports
517,0.37680274855526796,0.0688162591452538,0.5543809922994782,1,1,0.10722478727235331,0.8271146579320342,0.06566055479561247,0.8271146579320342,1,sports
518,0.4342404656517365,0.3306392099553802,0.23512032439288327,2,0,0.10121713833019991,0.8210015921646002,0.07778126950519997,0.07778126950519997,1,sports
519,0.32341194236057924,0.3114249588185162,0.3651630988209046,2,0,0.10566346437403204,0.8273030630036345,0.06703347262233345,0.06703347262233345,1,sports
520,0.3036719648423408,0.29533163526009604,0.40099639989756314,2,0,0.1066420311188775,0.8283934379414573,0.0649645309396651,0.0649645309396651,1,sports
521,0.7552992703476616,0.15837948610969904,0.08632124354263948,0,0,0.09155112657216348,0.7992366111444031,0.10921226228343346,0.09155112657216348,1,sports
522,0.4698812922406526,0.49546849051204805,0.03465021724729932,1,1,0.09749967364014729,0.8161359462780363,0.08636438008181643,0.8161359462780363,1,sports
523,0.025174426153408758,0.7943406100665142,0.18048496378007692,2,0,0.10970899775934738,0.8358024075685494,0.05448859467210331,0.05448859467210331,1,sports
524,0.2526627587114127,0.36439997611824293,0.3829372651703444,1,1,0.10754195623911693,0.8300608271612738,0.0623972165996091,0.8300608271612738,1,sports
525,0.30166941624890725,0.3073571775087381,0.3909734062423546,0,0,0.10654047584691177,0.828374227945216,0.06508529620787219,0.10654047584691177,1,sports
526,0.17901618660027163,0.8134535138156892,0.007530299584039027,2,0,0.10374094662494893,0.8292837642913827,0.06697528908366823,0.06697528908366823,1,sports
527,0.9152267776427225,0.0826407287184899,0.0021324936387876144,2,0,0.08650723822916083,0.7843670746994005,0.12912568707143868,0.12912568707143868,1,sports
528,0.48568190618991536,0.43114330602686757,0.08317478778321709,0,0,0.09783176738727739,0.8160862744745329,0.08608195813818964,0.09783176738727739,1,sports
529,0.33805525888704485,0.36948899592158907,0.29245574519136597,2,0,0.1042636711438707,0.8259568952081182,0.06977943364801122,0.06977943364801122,1,sports
530,0.5012517441685692,0.07981879553636169,0.41892946029506906,1,1,0.10234595789585599,0.8203437244998463,0.07731031760429774,0.8203437244998463,1,sports
531,0.20582633261214647,0.3691986182321326,0.4249750491557208,0,1,0.10922886256155535,0.8319428539867029,0.05882828345174175,0.10922886256155535,1,sports
532,0.04665554120132074,0.6162000670921002,0.33714439170657917,1,1,0.11153257664649696,0.8360407566684287,0.05242666668507431,0.8360407566684287,1,sports
533,0.2500338101711058,0.3968160584681239,0.3531501313607703,1,1,0.10716388612456755,0.8299000222399288,0.0629360916355038,0.8299000222399288,1,sports
534,0.4329419218057205,0.31732964059731994,0.24972843759695953,2,0,0.10145937247751112,0.8212625541084922,0.07727807341399663,0.07727807341399663,1,sports
535,0.41140628561160764,0.21424313651971436,0.374350577868678,1,1,0.10377473679427406,0.8238151534419875,0.07241010976373857,0.8238151534419875,1,sports
536,0.3547710749985256,0.1683088274724298,0.4769200975290446,0,0,0.1065875382149588,0.8272035297855044,0.06620893199953688,0.1065875382149588,1,sports
537,0.15436860215441997,0.29929021959945745,0.5463411782461225,2,0,0.11220128293622297,0.8341991414822815,0.053599575581495515,0.053599575581495515,1,sports
538,0.32703922997019164,0.2921082920577214,0.380852477972087,1,1,0.10581059836234927,0.8273198301669872,0.06686957147066355,0.8273198301669872,1,sports
539,0.4166106695902779,0.14765422875021128,0.4357351016595108,0,0,0.10455510368312945,0.8243072119859306,0.07113768433094006,0.10455510368312945,1,sports
540,0.4545287419919984,0.4279307742814696,0.11754048372653204,2,0,0.09904697140992541,0.8182820275580499,0.08267100103202461,0.08267100103202461,1,sports
541,0.27838306964567755,0.10999814887192343,0.6116187814823991,1,1,0.1103404463862576,0.8309595820660147,0.05869997154772763,0.8309595820660147,1,sports
542,0.3495975102826139,0.5181214224559288,0.13228106726145727,0,0,0.10167117361848435,0.8235543716041315,0.07477445477738418,0.10167117361848435,1,sports
543,0.04548738019775591,0.26812631695129907,0.686386302850945,2,0,0.1167790331817095,0.8372978592404599,0.04592310757783046,0.04592310757783046,1,sports
544,0.26717668264703015,0.19474380873026453,0.5380795086227053,0,1,0.10950344228147771,0.8307926360201288,0.05970392169839339,0.10950344228147771,1,sports
545,0.5433089743727305,0.08538870478685887,0.37130232084041065,1,1,0.10066912330068908,0.8176204973975802,0.08171037930173063,0.8176204973975802,1,sports
546,0.37308438968480195,0.4217643293025216,0.20515128101267655,0,0,0.10218919728294695,0.8234254067873295,0.07438539592972343,0.10218919728294695,1,sports
547,0.5420144036561481,0.3908227813471647,0.06716281499668733,2,0,0.09629433218973195,0.8126472926877605,0.09105837512250749,0.09105837512250749,1,sports
548,0.22482589548011864,0.3669558959516464,0.4082182085682349,1,1,0.10854890215082227,0.8312052160989927,0.06024588175018504,0.8312052160989927,1,sports
549,0.19369274571770956,0.6670308396908372,0.13927641459145323,2,1,0.10531745248130332,0.8300152260369448,0.06466732148175189,0.06466732148175189,1,sports
550,0.6352327439472522,0.269496949883952,0.09527030616879584,2,0,0.0945186186429611,0.8075357307608942,0.09794565059614473,0.09794565059614473,1,sports
551,0.6235575978518801,0.06538876661624891,0.31105363553187104,2,0,0.09791158221078841,0.812339443099206,0.08974897469000563,0.08974897469000563,1,sports
552,0.3936365167875435,0.4163511612995119,0.19001232191294448,1,1,0.10149757199611116,0.8222944680952037,0.07620795990868505,0.8222944680952037,1,sports
553,0.00274965080157566,0.8197239299753464,0.17752641922307788,0,0,0.1101673845491116,0.8364110133001935,0.05342160215069482,0.1101673845491116,1,sports
554,0.494475901306602,0.1232741784901074,0.38224992020329057,2,0,0.10196655228230178,0.8201647811593071,0.07786866655839104,0.07786866655839104,1,sports
555,0.294686081584179,0.36226069128657046,0.3430532271292506,0,0,0.1059965850389936,0.8281813539920602,0.06582206096894626,0.1059965850389936,1,sports
556,0.0894665267126737,0.4267903394450209,0.4837431338423054,1,1,0.1127414883897666,0.8356111218563868,0.05164738975384658,0.8356111218563868,1,sports
557,0.30219110638796454,0.5454515781756872,0.1523573154363483,0,0,0.10304453810178786,0.8258673046841541,0.07108815721405796,0.10304453810178786,1,sports
558,0.6843928685320791,0.10810014260048041,0.20750698886744046,1,1,0.09497715663414233,0.8067130036449348,0.0983098397209229,0.8067130036449348,1,sports
559,0.09697689525398627,0.6681339528068796,0.23488915193913418,1,1,0.10889454331559323,0.8340268526296073,0.057078604054799406,0.8340268526296073,1,sports
560,0.03467842938211587,0.22314689060925658,0.7421746800086275,0,0,0.11786965992030073,0.8376204751596653,0.044509864920034094,0.11786965992030073,1,sports
561,0.21972476734795038,0.6028447202824412,0.17743051236960844,0,0,0.10528312360300876,0.8294083567497742,0.065308519647217,0.10528312360300876,1,sports
562,0.44604922573840733,0.24028451384326116,0.31366626041833146,2,0,0.10208756544846576,0.8215084173492433,0.07640401720229101,0.07640401720229101,1,sports
563,0.34045934610127093,0.22962243341808408,0.42991822048064493,2,0,0.10622394978893984,0.827290041242041,0.06648600896901923,0.06648600896901923,1,sports
564,0.09239753821128135,0.46278072295471545,0.4448217388340032,0,0,0.11209622626017479,0.835353968802613,0.05254980493721227,0.11209622626017479,1,sports
